Timestamp,SessionTime,FrameIdentifier,SessionState,GameState,Speed_Kmh,RPM,Gear,Throttle,Brake,Clutch,Steering,LapInvalidated,CurrentLapTime,LastLapTime,BestLapTime,TrackTemp,AmbientTemp,RainDensity,TyreTemp_FL,TyreTemp_FR,TyreTemp_RL,TyreTemp_RR,TyreWear_FL,TyreWear_FR,TyreWear_RL,TyreWear_RR,BrakeTemp_FL,BrakeTemp_FR,BrakeTemp_RL,BrakeTemp_RR,RideHeight_FL,RideHeight_FR,RideHeight_RL,RideHeight_RR,SuspensionTravel_FL,SuspensionTravel_FR,SuspensionTravel_RL,SuspensionTravel_RR,PosX,PosY,PosZ
1764361273.661,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361273.770,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361273.880,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361273.989,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361274.098,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361274.209,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361274.318,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361274.427,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361274.535,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361274.643,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361274.753,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361274.862,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361274.971,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361275.079,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361275.189,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361275.301,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361275.410,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361275.518,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361275.627,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361275.737,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361275.847,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361275.958,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361276.067,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361276.176,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361276.285,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361276.395,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361276.504,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361276.613,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361276.723,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361276.835,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361276.946,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361277.055,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361277.164,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361277.273,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361277.382,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361277.492,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361277.602,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361277.712,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361277.821,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361277.930,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361278.038,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361278.146,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361278.259,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361278.369,0.000,0,1,3,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361278.482,0.000,0,1,4,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361278.593,0.000,0,1,4,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361278.704,0.000,0,1,4,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361278.815,0.000,0,1,4,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361278.927,0.000,0,1,4,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361279.040,0.000,0,1,4,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361279.150,0.000,0,1,4,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361279.261,0.000,0,1,4,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361279.371,0.000,0,1,4,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361279.482,0.000,0,1,4,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361279.594,0.000,0,1,4,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361279.707,0.000,0,1,4,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361279.819,0.000,0,1,4,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361279.930,0.000,0,1,4,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361280.040,0.000,0,1,4,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361280.152,0.000,0,1,4,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361280.263,0.000,0,1,4,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361280.374,0.000,0,1,4,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361280.485,0.000,0,1,4,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361280.595,0.000,0,1,4,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361280.723,0.000,0,1,4,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361280.834,0.000,0,1,4,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361280.945,0.000,0,1,4,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361281.056,0.000,0,1,4,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361281.167,0.000,0,1,4,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361281.278,0.000,0,1,4,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361281.388,0.000,0,1,4,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361281.498,0.000,0,1,4,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361281.609,0.000,0,1,4,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361281.720,0.000,0,1,2,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361281.831,0.000,0,1,2,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361281.947,0.000,0,1,2,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361282.058,0.000,0,1,2,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361282.168,0.000,0,1,2,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361282.279,0.000,0,1,2,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361282.391,0.000,0,1,2,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361282.502,0.000,0,1,2,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361282.614,0.000,0,1,2,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
1764361282.725,0.000,0,1,2,0.00,0,0,0.000,0.000,0.000,0.000,False,0.000,0.000,0.000,0.0,nan,0.00,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0.000,0.000,nan,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00
